unitid,inst_name,cip_desc,credlev,cred_desc,median_earnings_1yr,median_earnings_3yr,median_earnings_5yr,cip4,state,control,avg_annual_tuition_housing,avg_net_price_pub,avg_net_price_priv,unitid_n,credlev_n,credlev_str,composite_key
219505.0,American Baptist College,"Liberal Arts and Sciences, General Studies and Humanities.",2,Associate,,,,2401,TN,2,27241.0,,19294.0,219505,2,2,219505|2401|2
219505.0,American Baptist College,"Liberal Arts and Sciences, General Studies and Humanities.",3,Bachelor,,,,2401,TN,2,27241.0,,19294.0,219505,3,3,219505|2401|3
219505.0,American Baptist College,Religion/Religious Studies.,1,Certificate,,,,3802,TN,2,27241.0,,19294.0,219505,1,1,219505|3802|1
219505.0,American Baptist College,Theological and Ministerial Studies.,1,Certificate,,,,3906,TN,2,27241.0,,19294.0,219505,1,1,219505|3906|1
219505.0,American Baptist College,Theological and Ministerial Studies.,3,Bachelor,,,,3906,TN,2,27241.0,,19294.0,219505,3,3,219505|3906|3
219505.0,American Baptist College,"Theology and Religious Vocations, Other.",3,Bachelor,,,38162.0,3999,TN,2,27241.0,,19294.0,219505,3,3,219505|3999|3
219505.0,American Baptist College,"Human Services, General.",3,Bachelor,,,,4400,TN,2,27241.0,,19294.0,219505,3,3,219505|4400|3
219505.0,American Baptist College,Music.,2,Associate,,,,5009,TN,2,27241.0,,19294.0,219505,2,2,219505|5009|2
219505.0,American Baptist College,Entrepreneurial and Small Business Operations.,3,Bachelor,,,,5207,TN,2,27241.0,,19294.0,219505,3,3,219505|5207|3
219587.0,Arnolds Beauty School,Cosmetology and Related Personal Grooming Services.,1,Certificate,14553.0,,,1204,TN,3,,,10343.0,219587,1,1,219587|1204|1
219596.0,TCAT Athens,Electromechanical Instrumentation and Maintenance Technologies/Technicians.,1,Certificate,,,,1504,TN,1,,3720.0,,219596,1,1,219596|1504|1
219596.0,TCAT Athens,Electrical and Power Transmission Installers.,1,Certificate,,,,4603,TN,1,,3720.0,,219596,1,1,219596|4603|1
219596.0,TCAT Athens,Electrical/Electronics Maintenance and Repair Technology.,1,Certificate,,,,4701,TN,1,,3720.0,,219596,1,1,219596|4701|1
219596.0,TCAT Athens,Heavy/Industrial Equipment Maintenance Technologies.,1,Certificate,38093.0,52342.0,63950.0,4703,TN,1,,3720.0,,219596,1,1,219596|4703|1
219596.0,TCAT Athens,Vehicle Maintenance and Repair Technologies.,1,Certificate,32320.0,31750.0,39188.0,4706,TN,1,,3720.0,,219596,1,1,219596|4706|1
219596.0,TCAT Athens,Precision Metal Working.,1,Certificate,35913.0,37028.0,50465.0,4805,TN,1,,3720.0,,219596,1,1,219596|4805|1
219596.0,TCAT Athens,Allied Health and Medical Assisting Services.,1,Certificate,24242.0,19373.0,22000.0,5108,TN,1,,3720.0,,219596,1,1,219596|5108|1
219596.0,TCAT Athens,"Practical Nursing, Vocational Nursing and Nursing Assistants.",1,Certificate,46871.0,32873.0,39597.0,5139,TN,1,,3720.0,,219596,1,1,219596|5139|1
219596.0,TCAT Athens,Business Operations Support and Assistant Services.,1,Certificate,16498.0,14682.0,22472.0,5204,TN,1,,3720.0,,219596,1,1,219596|5204|1
219602.0,Austin Peay State University,"Agriculture, General.",3,Bachelor,31905.0,30896.0,44104.0,100,TN,1,26790.0,14846.0,,219602,3,3,219602|100|3
219602.0,Austin Peay State University,Communication and Media Studies.,3,Bachelor,25643.0,35925.0,44606.0,901,TN,1,26790.0,14846.0,,219602,3,3,219602|901|3
219602.0,Austin Peay State University,Journalism.,3,Bachelor,,,,904,TN,1,26790.0,14846.0,,219602,3,3,219602|904|3
219602.0,Austin Peay State University,"Computer and Information Sciences, General.",3,Bachelor,58060.0,55362.0,73281.0,1101,TN,1,26790.0,14846.0,,219602,3,3,219602|1101|3
219602.0,Austin Peay State University,Computer Systems Analysis.,3,Bachelor,65084.0,,,1105,TN,1,26790.0,14846.0,,219602,3,3,219602|1105|3
219602.0,Austin Peay State University,Computer Science.,3,Bachelor,,,,1107,TN,1,26790.0,14846.0,,219602,3,3,219602|1107|3
219602.0,Austin Peay State University,Special Education and Teaching.,3,Bachelor,,38152.0,45543.0,1310,TN,1,26790.0,14846.0,,219602,3,3,219602|1310|3
219602.0,Austin Peay State University,"Teacher Education and Professional Development, Specific Levels and Methods.",3,Bachelor,41743.0,35863.0,41717.0,1312,TN,1,26790.0,14846.0,,219602,3,3,219602|1312|3
219602.0,Austin Peay State University,"Teacher Education and Professional Development, Specific Subject Areas.",3,Bachelor,,,,1313,TN,1,26790.0,14846.0,,219602,3,3,219602|1313|3
219602.0,Austin Peay State University,Engineering Physics.,3,Bachelor,,,,1412,TN,1,26790.0,14846.0,,219602,3,3,219602|1412|3
219602.0,Austin Peay State University,"Engineering Technology, General.",2,Associate,,,,1500,TN,1,26790.0,14846.0,,219602,2,2,219602|1500|2
219602.0,Austin Peay State University,"Engineering Technology, General.",3,Bachelor,62089.0,,,1500,TN,1,26790.0,14846.0,,219602,3,3,219602|1500|3
219602.0,Austin Peay State University,Industrial Production Technologies/Technicians.,2,Associate,,,,1506,TN,1,26790.0,14846.0,,219602,2,2,219602|1506|2
219602.0,Austin Peay State University,"Linguistic, Comparative, and Related Language Studies and Services.",3,Bachelor,,26798.0,,1601,TN,1,26790.0,14846.0,,219602,3,3,219602|1601|3
219602.0,Austin Peay State University,"English Language and Literature, General.",3,Bachelor,37486.0,23254.0,40184.0,2301,TN,1,26790.0,14846.0,,219602,3,3,219602|2301|3
219602.0,Austin Peay State University,"Liberal Arts and Sciences, General Studies and Humanities.",2,Associate,30708.0,32671.0,43477.0,2401,TN,1,26790.0,14846.0,,219602,2,2,219602|2401|2
219602.0,Austin Peay State University,"Liberal Arts and Sciences, General Studies and Humanities.",3,Bachelor,35745.0,,43136.0,2401,TN,1,26790.0,14846.0,,219602,3,3,219602|2401|3
219602.0,Austin Peay State University,"Biology, General.",3,Bachelor,24662.0,27367.0,41531.0,2601,TN,1,26790.0,14846.0,,219602,3,3,219602|2601|3
219602.0,Austin Peay State University,Mathematics.,3,Bachelor,,38456.0,47046.0,2701,TN,1,26790.0,14846.0,,219602,3,3,219602|2701|3
219602.0,Austin Peay State University,Health and Physical Education/Fitness.,3,Bachelor,31846.0,32829.0,43028.0,3105,TN,1,26790.0,14846.0,,219602,3,3,219602|3105|3
219602.0,Austin Peay State University,Philosophy.,3,Bachelor,,,,3801,TN,1,26790.0,14846.0,,219602,3,3,219602|3801|3
219602.0,Austin Peay State University,Chemistry.,3,Bachelor,42475.0,,54314.0,4005,TN,1,26790.0,14846.0,,219602,3,3,219602|4005|3
219602.0,Austin Peay State University,Geological and Earth Sciences/Geosciences.,3,Bachelor,,33285.0,48050.0,4006,TN,1,26790.0,14846.0,,219602,3,3,219602|4006|3
219602.0,Austin Peay State University,Physics.,3,Bachelor,,,,4008,TN,1,26790.0,14846.0,,219602,3,3,219602|4008|3
219602.0,Austin Peay State University,"Psychology, General.",3,Bachelor,28705.0,28339.0,38578.0,4201,TN,1,26790.0,14846.0,,219602,3,3,219602|4201|3
219602.0,Austin Peay State University,Criminal Justice and Corrections.,3,Bachelor,36749.0,39471.0,53438.0,4301,TN,1,26790.0,14846.0,,219602,3,3,219602|4301|3
219602.0,Austin Peay State University,Social Work.,3,Bachelor,34384.0,33755.0,40994.0,4407,TN,1,26790.0,14846.0,,219602,3,3,219602|4407|3
219602.0,Austin Peay State University,Political Science and Government.,3,Bachelor,34635.0,34071.0,47593.0,4510,TN,1,26790.0,14846.0,,219602,3,3,219602|4510|3
219602.0,Austin Peay State University,Sociology.,3,Bachelor,31699.0,29878.0,47222.0,4511,TN,1,26790.0,14846.0,,219602,3,3,219602|4511|3
219602.0,Austin Peay State University,Air Transportation.,3,Bachelor,,,,4901,TN,1,26790.0,14846.0,,219602,3,3,219602|4901|3
219602.0,Austin Peay State University,Drama/Theatre Arts and Stagecraft.,3,Bachelor,,,,5005,TN,1,26790.0,14846.0,,219602,3,3,219602|5005|3
219602.0,Austin Peay State University,Fine and Studio Arts.,3,Bachelor,19157.0,26461.0,39352.0,5007,TN,1,26790.0,14846.0,,219602,3,3,219602|5007|3
219602.0,Austin Peay State University,Music.,3,Bachelor,39008.0,,,5009,TN,1,26790.0,14846.0,,219602,3,3,219602|5009|3
219602.0,Austin Peay State University,"Allied Health Diagnostic, Intervention, and Treatment Professions.",3,Bachelor,47809.0,,,5109,TN,1,26790.0,14846.0,,219602,3,3,219602|5109|3
219602.0,Austin Peay State University,Clinical/Medical Laboratory Science/Research and Allied Professions.,3,Bachelor,70028.0,63294.0,75418.0,5110,TN,1,26790.0,14846.0,,219602,3,3,219602|5110|3
219602.0,Austin Peay State University,Health/Medical Preparatory Programs.,3,Bachelor,,41108.0,60176.0,5111,TN,1,26790.0,14846.0,,219602,3,3,219602|5111|3
219602.0,Austin Peay State University,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",3,Bachelor,68235.0,59392.0,73897.0,5138,TN,1,26790.0,14846.0,,219602,3,3,219602|5138|3
219602.0,Austin Peay State University,"Business/Commerce, General.",3,Bachelor,35699.0,40623.0,51396.0,5201,TN,1,26790.0,14846.0,,219602,3,3,219602|5201|3
219602.0,Austin Peay State University,"Business Administration, Management and Operations.",2,Associate,,,,5202,TN,1,26790.0,14846.0,,219602,2,2,219602|5202|2
219602.0,Austin Peay State University,"Business Administration, Management and Operations.",3,Bachelor,38750.0,,,5202,TN,1,26790.0,14846.0,,219602,3,3,219602|5202|3
219602.0,Austin Peay State University,Accounting and Related Services.,3,Bachelor,37566.0,,,5203,TN,1,26790.0,14846.0,,219602,3,3,219602|5203|3
219602.0,Austin Peay State University,Finance and Financial Management Services.,3,Bachelor,48264.0,,,5208,TN,1,26790.0,14846.0,,219602,3,3,219602|5208|3
219602.0,Austin Peay State University,Marketing.,3,Bachelor,31334.0,,,5214,TN,1,26790.0,14846.0,,219602,3,3,219602|5214|3
219602.0,Austin Peay State University,History.,3,Bachelor,34456.0,35672.0,46456.0,5401,TN,1,26790.0,14846.0,,219602,3,3,219602|5401|3
219639.0,Baptist Health Sciences University,"Biology, General.",3,Bachelor,,,,2601,TN,2,21438.0,,13401.0,219639,3,3,219639|2601|3
219639.0,Baptist Health Sciences University,Health and Medical Administrative Services.,3,Bachelor,39451.0,41021.0,52242.0,5107,TN,2,21438.0,,13401.0,219639,3,3,219639|5107|3
219639.0,Baptist Health Sciences University,"Allied Health Diagnostic, Intervention, and Treatment Professions.",2,Associate,,,,5109,TN,2,21438.0,,13401.0,219639,2,2,219639|5109|2
219639.0,Baptist Health Sciences University,"Allied Health Diagnostic, Intervention, and Treatment Professions.",3,Bachelor,57633.0,51993.0,63623.0,5109,TN,2,21438.0,,13401.0,219639,3,3,219639|5109|3
219639.0,Baptist Health Sciences University,Clinical/Medical Laboratory Science/Research and Allied Professions.,3,Bachelor,,,,5110,TN,2,21438.0,,13401.0,219639,3,3,219639|5110|3
219639.0,Baptist Health Sciences University,Health/Medical Preparatory Programs.,2,Associate,,,,5111,TN,2,21438.0,,13401.0,219639,2,2,219639|5111|2
219639.0,Baptist Health Sciences University,Public Health.,3,Bachelor,,,,5122,TN,2,21438.0,,13401.0,219639,3,3,219639|5122|3
219639.0,Baptist Health Sciences University,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",3,Bachelor,74962.0,61766.0,76562.0,5138,TN,2,21438.0,,13401.0,219639,3,3,219639|5138|3
219709.0,Belmont University,Natural Resources Conservation and Research.,3,Bachelor,,,,301,TN,2,60480.0,,32096.0,219709,3,3,219709|301|3
219709.0,Belmont University,Architecture.,3,Bachelor,,,,402,TN,2,60480.0,,32096.0,219709,3,3,219709|402|3
219709.0,Belmont University,Architectural History and Criticism.,3,Bachelor,,,,408,TN,2,60480.0,,32096.0,219709,3,3,219709|408|3
219709.0,Belmont University,Area Studies.,3,Bachelor,,,,501,TN,2,60480.0,,32096.0,219709,3,3,219709|501|3
219709.0,Belmont University,Communication and Media Studies.,3,Bachelor,41889.0,44094.0,64813.0,901,TN,2,60480.0,,32096.0,219709,3,3,219709|901|3
219709.0,Belmont University,Journalism.,3,Bachelor,,,,904,TN,2,60480.0,,32096.0,219709,3,3,219709|904|3
219709.0,Belmont University,"Public Relations, Advertising, and Applied Communication.",3,Bachelor,,42395.0,53467.0,909,TN,2,60480.0,,32096.0,219709,3,3,219709|909|3
219709.0,Belmont University,Publishing.,3,Bachelor,,,,910,TN,2,60480.0,,32096.0,219709,3,3,219709|910|3
219709.0,Belmont University,Audiovisual Communications Technologies/Technicians.,3,Bachelor,22664.0,33002.0,40147.0,1002,TN,2,60480.0,,32096.0,219709,3,3,219709|1002|3
219709.0,Belmont University,"Computer and Information Sciences, General.",3,Bachelor,,,,1101,TN,2,60480.0,,32096.0,219709,3,3,219709|1101|3
219709.0,Belmont University,Computer Software and Media Applications.,3,Bachelor,,,,1108,TN,2,60480.0,,32096.0,219709,3,3,219709|1108|3
219709.0,Belmont University,Educational Administration and Supervision.,3,Bachelor,,,,1304,TN,2,60480.0,,32096.0,219709,3,3,219709|1304|3
219709.0,Belmont University,"Teacher Education and Professional Development, Specific Levels and Methods.",3,Bachelor,,,,1312,TN,2,60480.0,,32096.0,219709,3,3,219709|1312|3
219709.0,Belmont University,"Teacher Education and Professional Development, Specific Subject Areas.",3,Bachelor,,41834.0,49556.0,1313,TN,2,60480.0,,32096.0,219709,3,3,219709|1313|3
219709.0,Belmont University,Engineering Physics.,3,Bachelor,,,,1412,TN,2,60480.0,,32096.0,219709,3,3,219709|1412|3
219709.0,Belmont University,"Germanic Languages, Literatures, and Linguistics.",3,Bachelor,,,,1605,TN,2,60480.0,,32096.0,219709,3,3,219709|1605|3
219709.0,Belmont University,"Romance Languages, Literatures, and Linguistics.",3,Bachelor,,,,1609,TN,2,60480.0,,32096.0,219709,3,3,219709|1609|3
219709.0,Belmont University,"Middle/Near Eastern and Semitic Languages, Literatures, and Linguistics.",3,Bachelor,,,,1611,TN,2,60480.0,,32096.0,219709,3,3,219709|1611|3
219709.0,Belmont University,Non-Professional General Legal Studies (Undergraduate).,3,Bachelor,,,,2200,TN,2,60480.0,,32096.0,219709,3,3,219709|2200|3
219709.0,Belmont University,"English Language and Literature, General.",3,Bachelor,22360.0,,39149.0,2301,TN,2,60480.0,,32096.0,219709,3,3,219709|2301|3
219709.0,Belmont University,"Liberal Arts and Sciences, General Studies and Humanities.",3,Bachelor,41245.0,43621.0,73156.0,2401,TN,2,60480.0,,32096.0,219709,3,3,219709|2401|3
219709.0,Belmont University,"Biology, General.",3,Bachelor,,,63780.0,2601,TN,2,60480.0,,32096.0,219709,3,3,219709|2601|3
219709.0,Belmont University,"Biochemistry, Biophysics and Molecular Biology.",3,Bachelor,,,,2602,TN,2,60480.0,,32096.0,219709,3,3,219709|2602|3
219709.0,Belmont University,Neurobiology and Neurosciences.,3,Bachelor,,,,2615,TN,2,60480.0,,32096.0,219709,3,3,219709|2615|3
219709.0,Belmont University,Mathematics.,3,Bachelor,,,,2701,TN,2,60480.0,,32096.0,219709,3,3,219709|2701|3
219709.0,Belmont University,Applied Mathematics.,3,Bachelor,,,,2703,TN,2,60480.0,,32096.0,219709,3,3,219709|2703|3
219709.0,Belmont University,"Multi/Interdisciplinary Studies, Other.",3,Bachelor,37264.0,41098.0,49107.0,3099,TN,2,60480.0,,32096.0,219709,3,3,219709|3099|3
219709.0,Belmont University,Health and Physical Education/Fitness.,3,Bachelor,32464.0,,41562.0,3105,TN,2,60480.0,,32096.0,219709,3,3,219709|3105|3
219709.0,Belmont University,"Philosophy and Religious Studies, General.",3,Bachelor,,,,3800,TN,2,60480.0,,32096.0,219709,3,3,219709|3800|3
219709.0,Belmont University,Philosophy.,3,Bachelor,,,,3801,TN,2,60480.0,,32096.0,219709,3,3,219709|3801|3
219709.0,Belmont University,Religion/Religious Studies.,3,Bachelor,,,,3802,TN,2,60480.0,,32096.0,219709,3,3,219709|3802|3
219709.0,Belmont University,Bible/Biblical Studies.,3,Bachelor,,,,3902,TN,2,60480.0,,32096.0,219709,3,3,219709|3902|3
219709.0,Belmont University,Religious/Sacred Music.,3,Bachelor,,,,3905,TN,2,60480.0,,32096.0,219709,3,3,219709|3905|3
219709.0,Belmont University,Theological and Ministerial Studies.,3,Bachelor,,,,3906,TN,2,60480.0,,32096.0,219709,3,3,219709|3906|3
219709.0,Belmont University,"Theology and Religious Vocations, Other.",3,Bachelor,,,,3999,TN,2,60480.0,,32096.0,219709,3,3,219709|3999|3
219709.0,Belmont University,Chemistry.,3,Bachelor,,,,4005,TN,2,60480.0,,32096.0,219709,3,3,219709|4005|3
219709.0,Belmont University,Physics.,3,Bachelor,,,,4008,TN,2,60480.0,,32096.0,219709,3,3,219709|4008|3
219709.0,Belmont University,"Psychology, General.",3,Bachelor,,,65747.0,4201,TN,2,60480.0,,32096.0,219709,3,3,219709|4201|3
219709.0,Belmont University,Social Work.,3,Bachelor,,,51433.0,4407,TN,2,60480.0,,32096.0,219709,3,3,219709|4407|3
219709.0,Belmont University,Economics.,3,Bachelor,,,,4506,TN,2,60480.0,,32096.0,219709,3,3,219709|4506|3
219709.0,Belmont University,International Relations and National Security Studies.,3,Bachelor,,,,4509,TN,2,60480.0,,32096.0,219709,3,3,219709|4509|3
219709.0,Belmont University,Political Science and Government.,3,Bachelor,,,,4510,TN,2,60480.0,,32096.0,219709,3,3,219709|4510|3
219709.0,Belmont University,Sociology.,3,Bachelor,,,,4511,TN,2,60480.0,,32096.0,219709,3,3,219709|4511|3
219709.0,Belmont University,Design and Applied Arts.,3,Bachelor,28702.0,31277.0,41939.0,5004,TN,2,60480.0,,32096.0,219709,3,3,219709|5004|3
219709.0,Belmont University,Drama/Theatre Arts and Stagecraft.,3,Bachelor,,,,5005,TN,2,60480.0,,32096.0,219709,3,3,219709|5005|3
219709.0,Belmont University,Film/Video and Photographic Arts.,3,Bachelor,30188.0,,,5006,TN,2,60480.0,,32096.0,219709,3,3,219709|5006|3
219709.0,Belmont University,Fine and Studio Arts.,3,Bachelor,,,,5007,TN,2,60480.0,,32096.0,219709,3,3,219709|5007|3
219709.0,Belmont University,Music.,3,Bachelor,24016.0,22960.0,30355.0,5009,TN,2,60480.0,,32096.0,219709,3,3,219709|5009|3
219709.0,Belmont University,"Arts, Entertainment,and Media Management.",3,Bachelor,30666.0,36472.0,50279.0,5010,TN,2,60480.0,,32096.0,219709,3,3,219709|5010|3
219709.0,Belmont University,"Pharmacy, Pharmaceutical Sciences, and Administration.",3,Bachelor,,,,5120,TN,2,60480.0,,32096.0,219709,3,3,219709|5120|3
219709.0,Belmont University,Public Health.,3,Bachelor,,,,5122,TN,2,60480.0,,32096.0,219709,3,3,219709|5122|3
219709.0,Belmont University,Rehabilitation and Therapeutic Professions.,3,Bachelor,,,,5123,TN,2,60480.0,,32096.0,219709,3,3,219709|5123|3
219709.0,Belmont University,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",3,Bachelor,67072.0,57289.0,72897.0,5138,TN,2,60480.0,,32096.0,219709,3,3,219709|5138|3
219709.0,Belmont University,"Business/Commerce, General.",3,Bachelor,39325.0,,78019.0,5201,TN,2,60480.0,,32096.0,219709,3,3,219709|5201|3
219709.0,Belmont University,"Business Administration, Management and Operations.",3,Bachelor,,,,5202,TN,2,60480.0,,32096.0,219709,3,3,219709|5202|3
219709.0,Belmont University,Accounting and Related Services.,3,Bachelor,,,79707.0,5203,TN,2,60480.0,,32096.0,219709,3,3,219709|5203|3
219709.0,Belmont University,Business/Managerial Economics.,3,Bachelor,43422.0,,,5206,TN,2,60480.0,,32096.0,219709,3,3,219709|5206|3
219709.0,Belmont University,Entrepreneurial and Small Business Operations.,3,Bachelor,,48289.0,73233.0,5207,TN,2,60480.0,,32096.0,219709,3,3,219709|5207|3
219709.0,Belmont University,Finance and Financial Management Services.,3,Bachelor,,,,5208,TN,2,60480.0,,32096.0,219709,3,3,219709|5208|3
219709.0,Belmont University,International Business.,3,Bachelor,,46756.0,66226.0,5211,TN,2,60480.0,,32096.0,219709,3,3,219709|5211|3
219709.0,Belmont University,Management Information Systems and Services.,3,Bachelor,,,,5212,TN,2,60480.0,,32096.0,219709,3,3,219709|5212|3
219709.0,Belmont University,Management Sciences and Quantitative Methods.,3,Bachelor,,,,5213,TN,2,60480.0,,32096.0,219709,3,3,219709|5213|3
219709.0,Belmont University,Marketing.,3,Bachelor,46968.0,40601.0,52670.0,5214,TN,2,60480.0,,32096.0,219709,3,3,219709|5214|3
219709.0,Belmont University,"Specialized Sales, Merchandising and  Marketing Operations.",3,Bachelor,,,,5219,TN,2,60480.0,,32096.0,219709,3,3,219709|5219|3
219709.0,Belmont University,History.,3,Bachelor,,,,5401,TN,2,60480.0,,32096.0,219709,3,3,219709|5401|3
219718.0,Bethel University,Audiovisual Communications Technologies/Technicians.,3,Bachelor,,,,1002,TN,2,32270.0,,21803.0,219718,3,3,219718|1002|3
219718.0,Bethel University,"Computer and Information Sciences, General.",2,Associate,,,,1101,TN,2,32270.0,,21803.0,219718,2,2,219718|1101|2
219718.0,Bethel University,"Education, General.",2,Associate,,,,1301,TN,2,32270.0,,21803.0,219718,2,2,219718|1301|2
219718.0,Bethel University,"Education, General.",3,Bachelor,,,62243.0,1301,TN,2,32270.0,,21803.0,219718,3,3,219718|1301|3
219718.0,Bethel University,Special Education and Teaching.,3,Bachelor,,,,1310,TN,2,32270.0,,21803.0,219718,3,3,219718|1310|3
219718.0,Bethel University,"Teacher Education and Professional Development, Specific Levels and Methods.",3,Bachelor,,,,1312,TN,2,32270.0,,21803.0,219718,3,3,219718|1312|3
219718.0,Bethel University,"Teacher Education and Professional Development, Specific Subject Areas.",3,Bachelor,,,,1313,TN,2,32270.0,,21803.0,219718,3,3,219718|1313|3
219718.0,Bethel University,"English Language and Literature, General.",3,Bachelor,,,,2301,TN,2,32270.0,,21803.0,219718,3,3,219718|2301|3
219718.0,Bethel University,"Liberal Arts and Sciences, General Studies and Humanities.",2,Associate,,,,2401,TN,2,32270.0,,21803.0,219718,2,2,219718|2401|2
219718.0,Bethel University,"Liberal Arts and Sciences, General Studies and Humanities.",3,Bachelor,,,,2401,TN,2,32270.0,,21803.0,219718,3,3,219718|2401|3
219718.0,Bethel University,"Biology, General.",2,Associate,,,,2601,TN,2,32270.0,,21803.0,219718,2,2,219718|2601|2
219718.0,Bethel University,"Biology, General.",3,Bachelor,,,,2601,TN,2,32270.0,,21803.0,219718,3,3,219718|2601|3
219718.0,Bethel University,"Ecology, Evolution, Systematics, and Population Biology.",3,Bachelor,,,,2613,TN,2,32270.0,,21803.0,219718,3,3,219718|2613|3
219718.0,Bethel University,Mathematics.,3,Bachelor,,,,2701,TN,2,32270.0,,21803.0,219718,3,3,219718|2701|3
219718.0,Bethel University,Peace Studies and Conflict Resolution.,3,Bachelor,,,,3005,TN,2,32270.0,,21803.0,219718,3,3,219718|3005|3
219718.0,Bethel University,"Multi/Interdisciplinary Studies, Other.",3,Bachelor,,,,3099,TN,2,32270.0,,21803.0,219718,3,3,219718|3099|3
219718.0,Bethel University,Health and Physical Education/Fitness.,3,Bachelor,31638.0,,,3105,TN,2,32270.0,,21803.0,219718,3,3,219718|3105|3
219718.0,Bethel University,Religion/Religious Studies.,3,Bachelor,,,,3802,TN,2,32270.0,,21803.0,219718,3,3,219718|3802|3
219718.0,Bethel University,Religious/Sacred Music.,3,Bachelor,,,,3905,TN,2,32270.0,,21803.0,219718,3,3,219718|3905|3
219718.0,Bethel University,Chemistry.,3,Bachelor,,,,4005,TN,2,32270.0,,21803.0,219718,3,3,219718|4005|3
219718.0,Bethel University,"Psychology, General.",3,Bachelor,,,,4201,TN,2,32270.0,,21803.0,219718,3,3,219718|4201|3
219718.0,Bethel University,"Clinical, Counseling and Applied Psychology.",3,Bachelor,,,,4228,TN,2,32270.0,,21803.0,219718,3,3,219718|4228|3
219718.0,Bethel University,"Psychology, Other.",3,Bachelor,,,,4299,TN,2,32270.0,,21803.0,219718,3,3,219718|4299|3
219718.0,Bethel University,Criminal Justice and Corrections.,2,Associate,,,,4301,TN,2,32270.0,,21803.0,219718,2,2,219718|4301|2
219718.0,Bethel University,Criminal Justice and Corrections.,3,Bachelor,54207.0,49458.0,58019.0,4301,TN,2,32270.0,,21803.0,219718,3,3,219718|4301|3
219718.0,Bethel University,Homeland Security.,2,Associate,,,,4303,TN,2,32270.0,,21803.0,219718,2,2,219718|4303|2
219718.0,Bethel University,Homeland Security.,3,Bachelor,78275.0,64157.0,70497.0,4303,TN,2,32270.0,,21803.0,219718,3,3,219718|4303|3
219718.0,Bethel University,"Human Services, General.",3,Bachelor,,,,4400,TN,2,32270.0,,21803.0,219718,3,3,219718|4400|3
219718.0,Bethel University,Sociology.,3,Bachelor,,,,4511,TN,2,32270.0,,21803.0,219718,3,3,219718|4511|3
219718.0,Bethel University,Drama/Theatre Arts and Stagecraft.,3,Bachelor,,,,5005,TN,2,32270.0,,21803.0,219718,3,3,219718|5005|3
219718.0,Bethel University,Fine and Studio Arts.,3,Bachelor,,,,5007,TN,2,32270.0,,21803.0,219718,3,3,219718|5007|3
219718.0,Bethel University,Music.,3,Bachelor,,,,5009,TN,2,32270.0,,21803.0,219718,3,3,219718|5009|3
219718.0,Bethel University,"Arts, Entertainment,and Media Management.",3,Bachelor,,,,5010,TN,2,32270.0,,21803.0,219718,3,3,219718|5010|3
219718.0,Bethel University,"Health Services/Allied Health/Health Sciences, General.",3,Bachelor,,,,5100,TN,2,32270.0,,21803.0,219718,3,3,219718|5100|3
219718.0,Bethel University,"Allied Health Diagnostic, Intervention, and Treatment Professions.",3,Bachelor,,,,5109,TN,2,32270.0,,21803.0,219718,3,3,219718|5109|3
219718.0,Bethel University,Health/Medical Preparatory Programs.,3,Bachelor,,,,5111,TN,2,32270.0,,21803.0,219718,3,3,219718|5111|3
219718.0,Bethel University,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",2,Associate,,,,5138,TN,2,32270.0,,21803.0,219718,2,2,219718|5138|2
219718.0,Bethel University,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",3,Bachelor,71315.0,,,5138,TN,2,32270.0,,21803.0,219718,3,3,219718|5138|3
219718.0,Bethel University,"Business/Commerce, General.",2,Associate,,,,5201,TN,2,32270.0,,21803.0,219718,2,2,219718|5201|2
219718.0,Bethel University,"Business/Commerce, General.",3,Bachelor,,,91154.0,5201,TN,2,32270.0,,21803.0,219718,3,3,219718|5201|3
219718.0,Bethel University,"Business Administration, Management and Operations.",2,Associate,,,,5202,TN,2,32270.0,,21803.0,219718,2,2,219718|5202|2
219718.0,Bethel University,"Business Administration, Management and Operations.",3,Bachelor,49106.0,39095.0,49572.0,5202,TN,2,32270.0,,21803.0,219718,3,3,219718|5202|3
219718.0,Bethel University,Accounting and Related Services.,2,Associate,,,,5203,TN,2,32270.0,,21803.0,219718,2,2,219718|5203|2
219718.0,Bethel University,Accounting and Related Services.,3,Bachelor,,,,5203,TN,2,32270.0,,21803.0,219718,3,3,219718|5203|3
219718.0,Bethel University,Management Information Systems and Services.,2,Associate,,,,5212,TN,2,32270.0,,21803.0,219718,2,2,219718|5212|2
219718.0,Bethel University,Management Information Systems and Services.,3,Bachelor,,,,5212,TN,2,32270.0,,21803.0,219718,3,3,219718|5212|3
219718.0,Bethel University,History.,3,Bachelor,,,,5401,TN,2,32270.0,,21803.0,219718,3,3,219718|5401|3
219790.0,Bryan College-Dayton,Natural Resources Conservation and Research.,3,Bachelor,,,,301,TN,2,29541.0,,16494.0,219790,3,3,219790|301|3
219790.0,Bryan College-Dayton,Communication and Media Studies.,3,Bachelor,,,,901,TN,2,29541.0,,16494.0,219790,3,3,219790|901|3
